CHC,STL,L
CHC,STL,W
CHC,COL,L
CHC,COL,W
CHC,COL,W
CHC,CIN,W-wo
CHC,CIN,L
CHC,CIN,W
CHC,SDP,L
CHC,SDP,W-wo
CHC,SDP,L
CHC,PIT,W
CHC,PIT,W
CHC,PIT,L
CHC,PIT,L
CHC,CIN,W
CHC,CIN,W
CHC,PIT,W
CHC,PIT,W
CHC,PIT,L
CHC,MIL,W
CHC,MIL,L
CHC,MIL,L
CHC,STL,L
CHC,STL,L
CHC,STL,W
CHC,STL,L
CHC,MIL,W
CHC,MIL,L
CHC,MIL,L-wo
CHC,NYM,W
CHC,NYM,W
CHC,NYM,W-wo
CHC,NYM,W
CHC,PIT,W-wo
CHC,PIT,W
CHC,PIT,L
CHC,SDP,L
CHC,SDP,W
CHC,SDP,W
CHC,ARI,L-wo
CHC,ARI,W
CHC,ARI,L
CHC,WSN,L
CHC,WSN,W-wo
CHC,WSN,L
CHC,KCR,L
CHC,KCR,W-wo
CHC,MIA,W
CHC,MIA,L
CHC,MIA,L
CHC,WSN,W
CHC,WSN,L
CHC,WSN,W
CHC,WSN,W
CHC,DET,L
CHC,DET,W
CHC,CIN,W
CHC,CIN,L
CHC,CIN,W-wo
CHC,CIN,W-wo
CHC,CLE,L
CHC,CLE,W
CHC,CLE,L
CHC,MIN,L
CHC,MIN,W
CHC,MIN,W
CHC,LAD,W
CHC,LAD,W-wo
CHC,LAD,L
CHC,LAD,L
CHC,STL,L-wo
CHC,STL,L
CHC,STL,L
CHC,NYM,W
CHC,NYM,W
CHC,NYM,W
CHC,MIA,L
CHC,MIA,W
CHC,MIA,W
CHC,STL,L
CHC,STL,W
CHC,STL,W
CHC,STL,L
CHC,CHW,L
CHC,CHW,L
CHC,CHW,W
CHC,ATL,L
CHC,ATL,W
CHC,ATL,W
CHC,CIN,L
CHC,CIN,W
CHC,CIN,L
CHC,CIN,W
CHC,PHI,L
CHC,PHI,L
CHC,PHI,L
CHC,COL,W-wo
CHC,COL,L
CHC,COL,W
CHC,MIL,W
CHC,MIL,W
CHC,MIL,W
CHC,MIL,W
CHC,PIT,W
CHC,PIT,L
CHC,SFG,W
CHC,SFG,W
CHC,SFG,W
CHC,SFG,W
CHC,MIL,W
CHC,MIL,W-wo
CHC,MIL,W
CHC,CHW,W
CHC,CHW,W
CHC,CHW,L
CHC,DET,L
CHC,DET,L
CHC,ATL,W
CHC,ATL,W
CHC,ATL,W
CHC,ATL,W
CHC,CLE,W-wo
CHC,SFG,W
CHC,SFG,L
CHC,SFG,L
CHC,LAD,L
CHC,LAD,L
CHC,LAD,W
CHC,CIN,L
CHC,CIN,W
CHC,CIN,L
CHC,ARI,W
CHC,ARI,W
CHC,ARI,W
CHC,STL,W
CHC,STL,W
CHC,STL,L
CHC,PHI,W
CHC,PHI,W
CHC,PHI,L-wo
CHC,PHI,L
CHC,PIT,L
CHC,PIT,W
CHC,PIT,W
CHC,PIT,W
CHC,STL,W
CHC,STL,W
CHC,STL,L
CHC,MIL,W
CHC,MIL,W
CHC,MIL,L
CHC,PIT,L
CHC,PIT,L
CHC,PIT,W
CHC,KCR,W-wo
CHC,CIN,W
CHC,CIN,W
CHC,CIN,W
CHC,MIL,W
CHC,MIL,W
CHC,MIL,W
CHC,PIT,W
CHC,STL,L
CHC,STL,W
CHC,STL,W
CHC,STL,W
CHC,NYM,L
CHC,NYM,L
CHC,NYM,L
CHC,NYM,L
