TBR,BAL,L
TBR,BAL,L
TBR,BAL,W
TBR,MIA,L-wo
TBR,MIA,W
TBR,MIA,W
TBR,TOR,W
TBR,TOR,W
TBR,TOR,L
TBR,TOR,W
TBR,NYY,L
TBR,NYY,L
TBR,NYY,L
TBR,BOS,L
TBR,BOS,W
TBR,BOS,W-wo
TBR,TOR,W
TBR,TOR,W
TBR,TOR,W
TBR,NYY,L
TBR,NYY,L
TBR,NYY,W
TBR,BAL,W
TBR,BAL,L
TBR,BAL,L
TBR,BOS,W
TBR,BOS,L
TBR,BOS,W
TBR,TEX,L
TBR,TEX,W
TBR,TEX,W
TBR,TEX,L
TBR,NYY,L
TBR,NYY,W
TBR,NYY,W
TBR,NYY,W
TBR,MIN,L
TBR,MIN,L
TBR,MIN,W
TBR,ATL,W
TBR,ATL,L
TBR,OAK,W
TBR,OAK,W
TBR,OAK,L
TBR,OAK,L
TBR,SEA,L
TBR,SEA,L
TBR,SEA,L
TBR,BAL,L-wo
TBR,BAL,W
TBR,BAL,W
TBR,LAA,L
TBR,LAA,W
TBR,LAA,W
TBR,SEA,W
TBR,SEA,W
TBR,SEA,L
TBR,SEA,W
TBR,LAA,L
TBR,LAA,W
TBR,LAA,L
TBR,CHW,W
TBR,CHW,W
TBR,CHW,W
TBR,WSN,W
TBR,WSN,L
TBR,WSN,W
TBR,WSN,W
TBR,CLE,W
TBR,CLE,W
TBR,CLE,L-wo
TBR,TOR,L
TBR,TOR,W
TBR,TOR,L
TBR,BOS,L
TBR,BOS,W
TBR,BOS,L
TBR,CLE,L
TBR,CLE,L
TBR,CLE,L
TBR,CLE,L
TBR,NYY,L-wo
TBR,NYY,L-wo
TBR,NYY,W
TBR,KCR,L-wo
TBR,KCR,L
TBR,KCR,L
TBR,KCR,L
TBR,HOU,W
TBR,HOU,W
TBR,HOU,W
TBR,TOR,L
TBR,TOR,W
TBR,TOR,L
TBR,PHI,L
TBR,PHI,W
TBR,PHI,L-wo
TBR,BAL,W
TBR,BAL,L
TBR,BAL,L
TBR,DET,W
TBR,DET,W
TBR,DET,L
TBR,BOS,L
TBR,BOS,L
TBR,BOS,W
TBR,CHW,W
TBR,CHW,W
TBR,CHW,L-wo
TBR,NYM,L
TBR,NYM,W
TBR,NYM,W
TBR,ATL,W
TBR,ATL,W
TBR,TEX,L
TBR,TEX,L
TBR,TEX,L
TBR,HOU,W
TBR,HOU,L-wo
TBR,HOU,L-wo
TBR,HOU,W
TBR,OAK,W
TBR,OAK,W
TBR,OAK,L
TBR,MIN,L
TBR,MIN,L
TBR,MIN,W
TBR,KCR,L
TBR,KCR,L
TBR,KCR,W
TBR,BAL,W
TBR,BAL,W
TBR,BAL,L-wo
TBR,NYY,L
TBR,NYY,W
TBR,NYY,L
TBR,DET,L
TBR,DET,L-wo
TBR,DET,W
TBR,BOS,W
TBR,BOS,L
TBR,BOS,L
TBR,NYY,L
TBR,NYY,W
TBR,NYY,L
TBR,BAL,L
TBR,BAL,W
TBR,BAL,L
TBR,BAL,W-wo
TBR,BOS,L
TBR,BOS,W
TBR,BOS,W
TBR,BOS,W
TBR,TOR,L
TBR,TOR,L
TBR,TOR,L-wo
TBR,MIA,W
TBR,MIA,W
TBR,MIA,W
TBR,TOR,L
TBR,TOR,W-wo
TBR,TOR,W
